,NomeArquivo,Setor,Evento,NumeroProcesso,AnoProcesso,Relator,Sigilo,Assunto,Jurisdicionado,Informacao,Contato
210,SECSS_100278_2020_0008.pdf,SECSS,12,100278,2020,TARCÍSIO COSTA,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) LEONARDO MARCOS DE MENEZES - NÃO COMPARECEU,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla211,a241
211,DAE_MANDA_100278_2020_0009.pdf,DAE_MANDA,16,100278,2020,TARCÍSIO COSTA,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) LEONARDO MARCOS DE MENEZES - NÃO COMPARECEU,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla212,a242
212,DE_100279_2020_0001.pdf,DE        ,0,100279,2020,PAULO ROBERTO CHAVES ALVES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) RENO NICOLAS DE ARAÚJO TORQUATO - NÃO COMPARECEU,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla213,a243
213,DE_100279_2020_0002.pdf,DE,1,100279,2020,PAULO ROBERTO CHAVES ALVES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) RENO NICOLAS DE ARAÚJO TORQUATO - NÃO COMPARECEU,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla214,a244
214,DE_100279_2020_0003.pdf,DE,2,100279,2020,PAULO ROBERTO CHAVES ALVES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) RENO NICOLAS DE ARAÚJO TORQUATO - NÃO COMPARECEU,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla215,a245
215,DAP_ADM_100279_2020_0004.pdf,DAP_ADM,5,100279,2020,PAULO ROBERTO CHAVES ALVES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) RENO NICOLAS DE ARAÚJO TORQUATO - NÃO COMPARECEU,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla216,a246
216,DAP_100279_2020_0005.pdf,DAP,7,100279,2020,PAULO ROBERTO CHAVES ALVES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) RENO NICOLAS DE ARAÚJO TORQUATO - NÃO COMPARECEU,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla217,a247
217,GCPRO_100279_2020_0006.pdf,GCPRO     ,10,100279,2020,PAULO ROBERTO CHAVES ALVES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) RENO NICOLAS DE ARAÚJO TORQUATO - NÃO COMPARECEU,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla218,a248
218,secss_100279_2020_0007.pdf,secss,11,100279,2020,PAULO ROBERTO CHAVES ALVES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) RENO NICOLAS DE ARAÚJO TORQUATO - NÃO COMPARECEU,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla219,a249
219,SECSS_100279_2020_0008.pdf,SECSS,12,100279,2020,PAULO ROBERTO CHAVES ALVES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) RENO NICOLAS DE ARAÚJO TORQUATO - NÃO COMPARECEU,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla220,a250
220,DAE_EXP_100279_2020_0009.pdf,DAE_EXP,15,100279,2020,PAULO ROBERTO CHAVES ALVES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) RENO NICOLAS DE ARAÚJO TORQUATO - NÃO COMPARECEU,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla221,a251
221,DE_100283_2020_0001.pdf,DE        ,0,100283,2020,ANTÔNIO GILBERTO DE OLIVEIRA JALES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) FRANCISCO LEANDRO FERNANDES - NÃO COMPARECEU,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla222,a252
222,DE_100283_2020_0002.pdf,DE,1,100283,2020,ANTÔNIO GILBERTO DE OLIVEIRA JALES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) FRANCISCO LEANDRO FERNANDES - NÃO COMPARECEU,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla223,a253
223,DE_100283_2020_0003.pdf,DE,2,100283,2020,ANTÔNIO GILBERTO DE OLIVEIRA JALES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) FRANCISCO LEANDRO FERNANDES - NÃO COMPARECEU,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla224,a254
224,DAP_ADM_100283_2020_0004.pdf,DAP_ADM,5,100283,2020,ANTÔNIO GILBERTO DE OLIVEIRA JALES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) FRANCISCO LEANDRO FERNANDES - NÃO COMPARECEU,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla225,a255
225,DAP_100283_2020_0005.pdf,DAP,7,100283,2020,ANTÔNIO GILBERTO DE OLIVEIRA JALES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) FRANCISCO LEANDRO FERNANDES - NÃO COMPARECEU,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla226,a256
226,GCGIL_100283_2020_0006.pdf,GCGIL     ,11,100283,2020,ANTÔNIO GILBERTO DE OLIVEIRA JALES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) FRANCISCO LEANDRO FERNANDES - NÃO COMPARECEU,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla227,a257
227,GCGIL_100283_2020_0007.pdf,GCGIL,9,100283,2020,ANTÔNIO GILBERTO DE OLIVEIRA JALES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) FRANCISCO LEANDRO FERNANDES - NÃO COMPARECEU,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla228,a258
228,secss_100283_2020_0008.pdf,secss,12,100283,2020,ANTÔNIO GILBERTO DE OLIVEIRA JALES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) FRANCISCO LEANDRO FERNANDES - NÃO COMPARECEU,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla229,a259
229,SECSS_100283_2020_0009.pdf,SECSS,13,100283,2020,ANTÔNIO GILBERTO DE OLIVEIRA JALES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) FRANCISCO LEANDRO FERNANDES - NÃO COMPARECEU,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla230,a260
230,DAE_EXP_100283_2020_0010.pdf,DAE_EXP,16,100283,2020,ANTÔNIO GILBERTO DE OLIVEIRA JALES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) FRANCISCO LEANDRO FERNANDES - NÃO COMPARECEU,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla231,a261
231,DE_100284_2020_0001.pdf,DE        ,0,100284,2020,MARCO ANTÔNIO DE MORAES RÊGO MONTENEGRO,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) THAÍS SALES BARRETO TOSCANO - NÃO COMPARECEU,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla232,a262
232,DE_100284_2020_0002.pdf,DE,1,100284,2020,MARCO ANTÔNIO DE MORAES RÊGO MONTENEGRO,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) THAÍS SALES BARRETO TOSCANO - NÃO COMPARECEU,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla233,a263
233,DE_100284_2020_0003.pdf,DE,2,100284,2020,MARCO ANTÔNIO DE MORAES RÊGO MONTENEGRO,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) THAÍS SALES BARRETO TOSCANO - NÃO COMPARECEU,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla234,a264
234,DAP_ADM_100284_2020_0004.pdf,DAP_ADM,5,100284,2020,MARCO ANTÔNIO DE MORAES RÊGO MONTENEGRO,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) THAÍS SALES BARRETO TOSCANO - NÃO COMPARECEU,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla235,a265
235,DAP_100284_2020_0005.pdf,DAP,7,100284,2020,MARCO ANTÔNIO DE MORAES RÊGO MONTENEGRO,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) THAÍS SALES BARRETO TOSCANO - NÃO COMPARECEU,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla236,a266
236,GAMAR_100284_2020_0006.pdf,GAMAR     ,10,100284,2020,MARCO ANTÔNIO DE MORAES RÊGO MONTENEGRO,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) THAÍS SALES BARRETO TOSCANO - NÃO COMPARECEU,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla237,a267
237,secss_100284_2020_0007.pdf,secss,11,100284,2020,MARCO ANTÔNIO DE MORAES RÊGO MONTENEGRO,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) THAÍS SALES BARRETO TOSCANO - NÃO COMPARECEU,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla238,a268
238,SECSS_100284_2020_0008.pdf,SECSS,12,100284,2020,MARCO ANTÔNIO DE MORAES RÊGO MONTENEGRO,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) THAÍS SALES BARRETO TOSCANO - NÃO COMPARECEU,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla239,a269
239,DAE_EXP_100284_2020_0009.pdf,DAE_EXP,15,100284,2020,MARCO ANTÔNIO DE MORAES RÊGO MONTENEGRO,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) THAÍS SALES BARRETO TOSCANO - NÃO COMPARECEU,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla240,a270
240,DE_100286_2020_0001.pdf,DE        ,0,100286,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) JOANILSON SILVA,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla241,a271
241,DE_100286_2020_0002.pdf,DE,1,100286,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) JOANILSON SILVA,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla242,a272
242,DE_100286_2020_0003.pdf,DE,2,100286,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) JOANILSON SILVA,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla243,a273
243,DE_100286_2020_0004.pdf,DE,3,100286,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) JOANILSON SILVA,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla244,a274
244,DAP_ADM_100286_2020_0005.pdf,DAP_ADM,6,100286,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) JOANILSON SILVA,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla245,a275
245,DAP_100286_2020_0006.pdf,DAP,8,100286,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) JOANILSON SILVA,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla246,a276
246,GAANA_100286_2020_0007.pdf,GAANA     ,11,100286,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) JOANILSON SILVA,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla247,a277
247,secss_100286_2020_0008.pdf,secss,12,100286,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) JOANILSON SILVA,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla248,a278
248,SECSS_100286_2020_0009.pdf,SECSS     ,13,100286,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) JOANILSON SILVA,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla249,a279
249,SECSS_100286_2020_0010.pdf,SECSS,14,100286,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) JOANILSON SILVA,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla250,a280
250,DAE_EXP_100286_2020_0011.pdf,DAE_EXP,18,100286,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) JOANILSON SILVA,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla251,a281
251,DE_100287_2020_0001.pdf,DE        ,0,100287,2020,TARCÍSIO COSTA,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) HEITOR GABRIEL CABRAL NOGUEIRA,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla252,a282
252,DE_100287_2020_0002.pdf,DE,1,100287,2020,TARCÍSIO COSTA,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) HEITOR GABRIEL CABRAL NOGUEIRA,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla253,a283
253,DE_100287_2020_0003.pdf,DE,2,100287,2020,TARCÍSIO COSTA,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) HEITOR GABRIEL CABRAL NOGUEIRA,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla254,a284
254,DE_100287_2020_0004.pdf,DE,3,100287,2020,TARCÍSIO COSTA,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) HEITOR GABRIEL CABRAL NOGUEIRA,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla255,a285
255,DAP_ADM_100287_2020_0005.pdf,DAP_ADM,6,100287,2020,TARCÍSIO COSTA,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) HEITOR GABRIEL CABRAL NOGUEIRA,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla256,a286
256,DAP_100287_2020_0006.pdf,DAP,8,100287,2020,TARCÍSIO COSTA,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) HEITOR GABRIEL CABRAL NOGUEIRA,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla257,a287
257,GCTAR_100287_2020_0007.pdf,GCTAR     ,11,100287,2020,TARCÍSIO COSTA,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) HEITOR GABRIEL CABRAL NOGUEIRA,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla258,a288
258,DE_100288_2020_0001.pdf,DE        ,0,100288,2020,PAULO ROBERTO CHAVES ALVES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) MARIA IRANÍ MENDES MAIA - NÃO COMPARECEU,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla259,a289
259,DE_100288_2020_0002.pdf,DE,1,100288,2020,PAULO ROBERTO CHAVES ALVES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) MARIA IRANÍ MENDES MAIA - NÃO COMPARECEU,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla260,a290
260,DE_100288_2020_0003.pdf,DE,2,100288,2020,PAULO ROBERTO CHAVES ALVES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) MARIA IRANÍ MENDES MAIA - NÃO COMPARECEU,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla261,a291
261,DAP_ADM_100288_2020_0004.pdf,DAP_ADM,5,100288,2020,PAULO ROBERTO CHAVES ALVES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) MARIA IRANÍ MENDES MAIA - NÃO COMPARECEU,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla262,a292
262,DAP_100288_2020_0005.pdf,DAP,7,100288,2020,PAULO ROBERTO CHAVES ALVES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) MARIA IRANÍ MENDES MAIA - NÃO COMPARECEU,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla263,a293
263,GCPRO_100288_2020_0006.pdf,GCPRO     ,10,100288,2020,PAULO ROBERTO CHAVES ALVES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) MARIA IRANÍ MENDES MAIA - NÃO COMPARECEU,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla264,a294
264,secss_100288_2020_0007.pdf,secss,11,100288,2020,PAULO ROBERTO CHAVES ALVES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) MARIA IRANÍ MENDES MAIA - NÃO COMPARECEU,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla265,a295
265,SECSS_100288_2020_0008.pdf,SECSS,12,100288,2020,PAULO ROBERTO CHAVES ALVES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) MARIA IRANÍ MENDES MAIA - NÃO COMPARECEU,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla266,a296
266,DAE_EXP_100288_2020_0009.pdf,DAE_EXP,15,100288,2020,PAULO ROBERTO CHAVES ALVES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) MARIA IRANÍ MENDES MAIA - NÃO COMPARECEU,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla267,a297
267,DE_100312_2020_0001.pdf,DE        ,0,100312,2020,ANTONIO ED SOUZA SANTANA,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) (...).,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla268,a298
268,DE_100312_2020_0002.pdf,DE,1,100312,2020,ANTONIO ED SOUZA SANTANA,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) (...).,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla269,a299
269,DE_100312_2020_0003.pdf,DE,2,100312,2020,ANTONIO ED SOUZA SANTANA,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) (...).,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla270,a300
270,DE_100312_2020_0004.pdf,DE,3,100312,2020,ANTONIO ED SOUZA SANTANA,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) (...).,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla271,a301
271,DAP_ADM_100312_2020_0005.pdf,DAP_ADM,6,100312,2020,ANTONIO ED SOUZA SANTANA,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) (...).,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla272,a302
272,DAP_100312_2020_0006.pdf,DAP,8,100312,2020,ANTONIO ED SOUZA SANTANA,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) (...).,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla273,a303
273,GAANT_100312_2020_0007.pdf,GAANT,10,100312,2020,ANTONIO ED SOUZA SANTANA,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) (...).,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla274,a304
274,PROC_100312_2020_0008.pdf,PROC      ,12,100312,2020,ANTONIO ED SOUZA SANTANA,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) (...).,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla275,a305
275,PROC_PLS_100312_2020_0009.pdf,PROC_PLS,14,100312,2020,ANTONIO ED SOUZA SANTANA,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) (...).,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla276,a306
276,GAANT_100312_2020_0010.pdf,GAANT     ,18,100312,2020,ANTONIO ED SOUZA SANTANA,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) (...).,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla277,a307
277,DE_100313_2020_0001.pdf,DE        ,0,100313,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) NATALYANY NUMES OLIVEIRA.,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla278,a308
278,DE_100313_2020_0002.pdf,DE,1,100313,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) NATALYANY NUMES OLIVEIRA.,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla279,a309
279,DE_100313_2020_0003.pdf,DE,2,100313,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) NATALYANY NUMES OLIVEIRA.,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla280,a310
280,DE_100313_2020_0004.pdf,DE,3,100313,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) NATALYANY NUMES OLIVEIRA.,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla281,a311
281,DAP_ADM_100313_2020_0005.pdf,DAP_ADM,6,100313,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) NATALYANY NUMES OLIVEIRA.,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla282,a312
282,DAP_100313_2020_0006.pdf,DAP,8,100313,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) NATALYANY NUMES OLIVEIRA.,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla283,a313
283,GAANA_100313_2020_0007.pdf,GAANA     ,11,100313,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) NATALYANY NUMES OLIVEIRA.,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla284,a314
284,secss_100313_2020_0008.pdf,secss,12,100313,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) NATALYANY NUMES OLIVEIRA.,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla285,a315
285,SECSS_100313_2020_0009.pdf,SECSS     ,13,100313,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) NATALYANY NUMES OLIVEIRA.,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla286,a316
286,SECSS_100313_2020_0010.pdf,SECSS,14,100313,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) NATALYANY NUMES OLIVEIRA.,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla287,a317
287,DAE_EXP_100313_2020_0011.pdf,DAE_EXP,18,100313,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) NATALYANY NUMES OLIVEIRA.,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla288,a318
288,DE_100316_2020_0001.pdf,DE        ,0,100316,2020,RENATO COSTA DIAS,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) JESSICA DE LIMA COSTA - NÃO COMPARECEU,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla289,a319
289,DE_100316_2020_0002.pdf,DE,1,100316,2020,RENATO COSTA DIAS,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) JESSICA DE LIMA COSTA - NÃO COMPARECEU,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla290,a320
290,DE_100316_2020_0003.pdf,DE,2,100316,2020,RENATO COSTA DIAS,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) JESSICA DE LIMA COSTA - NÃO COMPARECEU,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla291,a321
291,DE_100316_2020_0004.pdf,DE,3,100316,2020,RENATO COSTA DIAS,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) JESSICA DE LIMA COSTA - NÃO COMPARECEU,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla292,a322
