NomeArquivo;IdentificadorSetor;setor;evento;numero_processo;ano_processo;relator;sigilo;assunto;jurisdicionado;ordem;resumo;Decisao;ContatoSetor;ContatoRelator
SECEX_010387_2018_0005.pdf;OUTRO;SECEX;5;010387;2018;PAULO ROBERTO CHAVES ALVES;NULL;AUDITORIA  NA COMPANHIA DE ÁGUAS E ESGOTOS - CAERN, ID 51/18, PFA 2018/2019;COMPANHIA DE ÁGUAS E ESGOTOS DO RN;0005;Despacho de encaminhamento à Diretoria de Administ;N;Nome: SECRETARIA DE CONTROLE EXTERNO - SECEX - Andar: 5  - telefone: 7326;Nome: GAB.CONS. PAULO ROBERTO - Andar: 11 - telefone: 7266
SECEX_010387_2018_0004.pdf;OUTRO;SECEX;6;010387;2018;PAULO ROBERTO CHAVES ALVES;NULL;AUDITORIA  NA COMPANHIA DE ÁGUAS E ESGOTOS - CAERN, ID 51/18, PFA 2018/2019;COMPANHIA DE ÁGUAS E ESGOTOS DO RN;0004;Portaria Nº 050/2018-SECEX/TCE/RN, que designa com;N;Nome: SECRETARIA DE CONTROLE EXTERNO - SECEX - Andar: 5  - telefone: 7326;Nome: GAB.CONS. PAULO ROBERTO - Andar: 11 - telefone: 7266
SECEX_010387_2018_0006.pdf;OUTRO;SECEX;7;010387;2018;PAULO ROBERTO CHAVES ALVES;NULL;AUDITORIA  NA COMPANHIA DE ÁGUAS E ESGOTOS - CAERN, ID 51/18, PFA 2018/2019;COMPANHIA DE ÁGUAS E ESGOTOS DO RN;0006;Despacho de encaminhamento ao setor competente par;N;Nome: SECRETARIA DE CONTROLE EXTERNO - SECEX - Andar: 5  - telefone: 7326;Nome: GAB.CONS. PAULO ROBERTO - Andar: 11 - telefone: 7266
DAI_010387_2018_0007.pdf;UT;DAI;9;010387;2018;PAULO ROBERTO CHAVES ALVES;NULL;AUDITORIA  NA COMPANHIA DE ÁGUAS E ESGOTOS - CAERN, ID 51/18, PFA 2018/2019;COMPANHIA DE ÁGUAS E ESGOTOS DO RN;0007;INFORMAÇÃO 016/2020-DAI;N;Nome: DAI-DIR. ADM. INDIRETA - Andar: 6  - telefone: 7314;Nome: GAB.CONS. PAULO ROBERTO - Andar: 11 - telefone: 7266
DAI_010387_2018_0008.pdf;UT;DAI;10;010387;2018;PAULO ROBERTO CHAVES ALVES;NULL;AUDITORIA  NA COMPANHIA DE ÁGUAS E ESGOTOS - CAERN, ID 51/18, PFA 2018/2019;COMPANHIA DE ÁGUAS E ESGOTOS DO RN;0008;Despacho DAI;N;Nome: DAI-DIR. ADM. INDIRETA - Andar: 6  - telefone: 7314;Nome: GAB.CONS. PAULO ROBERTO - Andar: 11 - telefone: 7266
GCPRO_010387_2018_0009.pdf;RELATOR;GCPRO;12;010387;2018;PAULO ROBERTO CHAVES ALVES;NULL;AUDITORIA  NA COMPANHIA DE ÁGUAS E ESGOTOS - CAERN, ID 51/18, PFA 2018/2019;COMPANHIA DE ÁGUAS E ESGOTOS DO RN;0009;...;N;Nome: GAB.CONS. PAULO ROBERTO - Andar: 11 - telefone: 7266;Nome: GAB.CONS. PAULO ROBERTO - Andar: 11 - telefone: 7266
DAE_MANDA_010387_2018_0010.pdf;OUTRO;DAE_MANDA;16;010387;2018;PAULO ROBERTO CHAVES ALVES;NULL;AUDITORIA  NA COMPANHIA DE ÁGUAS E ESGOTOS - CAERN, ID 51/18, PFA 2018/2019;COMPANHIA DE ÁGUAS E ESGOTOS DO RN;0010;Certidão quanto a busca de endereço...;N;Nome: DAE-MANDADOS - Andar: 1  - telefone: 7351;Nome: GAB.CONS. PAULO ROBERTO - Andar: 11 - telefone: 7266
DAE_MANDA_010387_2018_0012.pdf;OUTRO;DAE_MANDA;17;010387;2018;PAULO ROBERTO CHAVES ALVES;NULL;AUDITORIA  NA COMPANHIA DE ÁGUAS E ESGOTOS - CAERN, ID 51/18, PFA 2018/2019;COMPANHIA DE ÁGUAS E ESGOTOS DO RN;0012;"MANDADO DE NOTIFICAÇÃO PARA SANAR DIVERGÊNCIAS E  ";N;Nome: DAE-MANDADOS - Andar: 1  - telefone: 7351;Nome: GAB.CONS. PAULO ROBERTO - Andar: 11 - telefone: 7266
DAE_MANDA_010387_2018_0011.pdf;OUTRO;DAE_MANDA;18;010387;2018;PAULO ROBERTO CHAVES ALVES;NULL;AUDITORIA  NA COMPANHIA DE ÁGUAS E ESGOTOS - CAERN, ID 51/18, PFA 2018/2019;COMPANHIA DE ÁGUAS E ESGOTOS DO RN;0011;"MANDADO DE CITAÇÃO PARA APRESENTAÇÃO DE DEFESA NO ";N;Nome: DAE-MANDADOS - Andar: 1  - telefone: 7351;Nome: GAB.CONS. PAULO ROBERTO - Andar: 11 - telefone: 7266
DAE_EXP_010387_2018_0013.pdf;OUTRO;DAE_EXP;20;010387;2018;PAULO ROBERTO CHAVES ALVES;NULL;AUDITORIA  NA COMPANHIA DE ÁGUAS E ESGOTOS - CAERN, ID 51/18, PFA 2018/2019;COMPANHIA DE ÁGUAS E ESGOTOS DO RN;0013;Informação de Retorno do AR;N;Nome: DAE-EXPEDIÇÃO - Andar: 1  - telefone: 7372;Nome: GAB.CONS. PAULO ROBERTO - Andar: 11 - telefone: 7266
DAE_EXP_010387_2018_0014.pdf;OUTRO;DAE_EXP;21;010387;2018;PAULO ROBERTO CHAVES ALVES;NULL;AUDITORIA  NA COMPANHIA DE ÁGUAS E ESGOTOS - CAERN, ID 51/18, PFA 2018/2019;COMPANHIA DE ÁGUAS E ESGOTOS DO RN;0014;Termo de Apensamento;N;Nome: DAE-EXPEDIÇÃO - Andar: 1  - telefone: 7372;Nome: GAB.CONS. PAULO ROBERTO - Andar: 11 - telefone: 7266
DAE_EXP_010387_2018_0015.pdf;OUTRO;DAE_EXP;22;010387;2018;PAULO ROBERTO CHAVES ALVES;NULL;AUDITORIA  NA COMPANHIA DE ÁGUAS E ESGOTOS - CAERN, ID 51/18, PFA 2018/2019;COMPANHIA DE ÁGUAS E ESGOTOS DO RN;0015;Notificação n 001059/2020 - DAE;N;Nome: DAE-EXPEDIÇÃO - Andar: 1  - telefone: 7372;Nome: GAB.CONS. PAULO ROBERTO - Andar: 11 - telefone: 7266
DE_010049_2018_0001.pdf;OUTRO;DE;0;010049;2018;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA NA FOLHA DE PAGAMENTO DA CÂMARA MUNICIPAL DE SÃO JOSÉ DO MIPIBU POR MEIO DO SIAI-DP;CÂMARA MUNICIPAL DE SÃO JOSÉ DE MIPIBÚ;0001;Capa;N;Nome: DE-DIRETORIA DE EXPEDIENTE - Andar: 0  - telefone: 7375;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
DE_010049_2018_0002.pdf;OUTRO;DE;1;010049;2018;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA NA FOLHA DE PAGAMENTO DA CÂMARA MUNICIPAL DE SÃO JOSÉ DO MIPIBU POR MEIO DO SIAI-DP;CÂMARA MUNICIPAL DE SÃO JOSÉ DE MIPIBÚ;0002;Informacao_Importada_Memorando_TCE;N;Nome: DE-DIRETORIA DE EXPEDIENTE - Andar: 0  - telefone: 7375;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
SECEX_010049_2018_0003.pdf;OUTRO;SECEX;3;010049;2018;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA NA FOLHA DE PAGAMENTO DA CÂMARA MUNICIPAL DE SÃO JOSÉ DO MIPIBU POR MEIO DO SIAI-DP;CÂMARA MUNICIPAL DE SÃO JOSÉ DE MIPIBÚ;0003;Portaria  Nº 053/2018-SECEX/TCE/RN, designa comiss;N;Nome: SECRETARIA DE CONTROLE EXTERNO - SECEX - Andar: 5  - telefone: 7326;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
SECEX_010049_2018_0004.pdf;OUTRO;SECEX;4;010049;2018;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA NA FOLHA DE PAGAMENTO DA CÂMARA MUNICIPAL DE SÃO JOSÉ DO MIPIBU POR MEIO DO SIAI-DP;CÂMARA MUNICIPAL DE SÃO JOSÉ DE MIPIBÚ;0004;Despacho de encaminhamento ao setor competente par;N;Nome: SECRETARIA DE CONTROLE EXTERNO - SECEX - Andar: 5  - telefone: 7326;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
DDP_010049_2018_0005.pdf;UT;DDP;6;010049;2018;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA NA FOLHA DE PAGAMENTO DA CÂMARA MUNICIPAL DE SÃO JOSÉ DO MIPIBU POR MEIO DO SIAI-DP;CÂMARA MUNICIPAL DE SÃO JOSÉ DE MIPIBÚ;0005;Relatório de Auditoria Nº 02/2019-DDP-TCE/RN;N;Nome: DDP-DIR.DE DESPESA COM PESSOAL - Andar: 4  - telefone: 7249;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
DDP_010049_2018_0006.pdf;UT;DDP;7;010049;2018;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA NA FOLHA DE PAGAMENTO DA CÂMARA MUNICIPAL DE SÃO JOSÉ DO MIPIBU POR MEIO DO SIAI-DP;CÂMARA MUNICIPAL DE SÃO JOSÉ DE MIPIBÚ;0006;Anexo Único;N;Nome: DDP-DIR.DE DESPESA COM PESSOAL - Andar: 4  - telefone: 7249;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
DDP_010049_2018_0007.pdf;UT;DDP;8;010049;2018;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA NA FOLHA DE PAGAMENTO DA CÂMARA MUNICIPAL DE SÃO JOSÉ DO MIPIBU POR MEIO DO SIAI-DP;CÂMARA MUNICIPAL DE SÃO JOSÉ DE MIPIBÚ;0007;Despacho...;N;Nome: DDP-DIR.DE DESPESA COM PESSOAL - Andar: 4  - telefone: 7249;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
GCCTH_010049_2018_0008.pdf;RELATOR;GCCTH;10;010049;2018;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA NA FOLHA DE PAGAMENTO DA CÂMARA MUNICIPAL DE SÃO JOSÉ DO MIPIBU POR MEIO DO SIAI-DP;CÂMARA MUNICIPAL DE SÃO JOSÉ DE MIPIBÚ;0008;Despacho...;N;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
DAE_MANDA_010049_2018_0009.pdf;OUTRO;DAE_MANDA;13;010049;2018;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA NA FOLHA DE PAGAMENTO DA CÂMARA MUNICIPAL DE SÃO JOSÉ DO MIPIBU POR MEIO DO SIAI-DP;CÂMARA MUNICIPAL DE SÃO JOSÉ DE MIPIBÚ;0009;MANDADO NOTIFICAÇÃO PARA APRESENTAÇÃO DE DOCUMENTO;N;Nome: DAE-MANDADOS - Andar: 1  - telefone: 7351;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
DAE_EXP_010049_2018_0010.pdf;OUTRO;DAE_EXP;15;010049;2018;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA NA FOLHA DE PAGAMENTO DA CÂMARA MUNICIPAL DE SÃO JOSÉ DO MIPIBU POR MEIO DO SIAI-DP;CÂMARA MUNICIPAL DE SÃO JOSÉ DE MIPIBÚ;0010;Informação de Retorno do AR;N;Nome: DAE-EXPEDIÇÃO - Andar: 1  - telefone: 7372;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
DAE_EXP_010049_2018_0011.pdf;OUTRO;DAE_EXP;16;010049;2018;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA NA FOLHA DE PAGAMENTO DA CÂMARA MUNICIPAL DE SÃO JOSÉ DO MIPIBU POR MEIO DO SIAI-DP;CÂMARA MUNICIPAL DE SÃO JOSÉ DE MIPIBÚ;0011;Termo de Apensamento;N;Nome: DAE-EXPEDIÇÃO - Andar: 1  - telefone: 7372;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
DAE_EXP_010049_2018_0012.pdf;OUTRO;DAE_EXP;17;010049;2018;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA NA FOLHA DE PAGAMENTO DA CÂMARA MUNICIPAL DE SÃO JOSÉ DO MIPIBU POR MEIO DO SIAI-DP;CÂMARA MUNICIPAL DE SÃO JOSÉ DE MIPIBÚ;0012;Espelho de comunicação processual....;N;Nome: DAE-EXPEDIÇÃO - Andar: 1  - telefone: 7372;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
DAE_EXP_010049_2018_0013.pdf;OUTRO;DAE_EXP;18;010049;2018;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA NA FOLHA DE PAGAMENTO DA CÂMARA MUNICIPAL DE SÃO JOSÉ DO MIPIBU POR MEIO DO SIAI-DP;CÂMARA MUNICIPAL DE SÃO JOSÉ DE MIPIBÚ;0013;Certidão DAE;N;Nome: DAE-EXPEDIÇÃO - Andar: 1  - telefone: 7372;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
GCCTH_010049_2018_0014.pdf;RELATOR;GCCTH;21;010049;2018;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA NA FOLHA DE PAGAMENTO DA CÂMARA MUNICIPAL DE SÃO JOSÉ DO MIPIBU POR MEIO DO SIAI-DP;CÂMARA MUNICIPAL DE SÃO JOSÉ DE MIPIBÚ;0014;Despacho...;N;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
PROC_010049_2018_0015.pdf;MP;PROC;23;010049;2018;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA NA FOLHA DE PAGAMENTO DA CÂMARA MUNICIPAL DE SÃO JOSÉ DO MIPIBU POR MEIO DO SIAI-DP;CÂMARA MUNICIPAL DE SÃO JOSÉ DE MIPIBÚ;0015;Processo Distribuído ao Procurador;N;Nome: PROC-GERAL MIN.PUB.- PROTOCOLO - Andar: 8  - telefone: 7263;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
PROC_GRC_010049_2018_0016.pdf;MP;PROC_GRC;25;010049;2018;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA NA FOLHA DE PAGAMENTO DA CÂMARA MUNICIPAL DE SÃO JOSÉ DO MIPIBU POR MEIO DO SIAI-DP;CÂMARA MUNICIPAL DE SÃO JOSÉ DE MIPIBÚ;0016;CONSTITUCIONAL E ADMINISTRATIVO. SITUAÇÃO FUNCIONA;N;Nome: PROC-GAB. RICART CÉSAR COELHO DOS SANTOS - Andar: 7  - telefone: 7299;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
GCCTH_010049_2018_0017.pdf;RELATOR;GCCTH;28;010049;2018;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA NA FOLHA DE PAGAMENTO DA CÂMARA MUNICIPAL DE SÃO JOSÉ DO MIPIBU POR MEIO DO SIAI-DP;CÂMARA MUNICIPAL DE SÃO JOSÉ DE MIPIBÚ;0017;Decisão...;N;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
PROC_GRC_010049_2018_0018.pdf;MP;PROC_GRC;31;010049;2018;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA NA FOLHA DE PAGAMENTO DA CÂMARA MUNICIPAL DE SÃO JOSÉ DO MIPIBU POR MEIO DO SIAI-DP;CÂMARA MUNICIPAL DE SÃO JOSÉ DE MIPIBÚ;0018;Despacho de Ciência;N;Nome: PROC-GAB. RICART CÉSAR COELHO DOS SANTOS - Andar: 7  - telefone: 7299;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
DAE_MANDA_010049_2018_0020.pdf;OUTRO;DAE_MANDA;41;010049;2018;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA NA FOLHA DE PAGAMENTO DA CÂMARA MUNICIPAL DE SÃO JOSÉ DO MIPIBU POR MEIO DO SIAI-DP;CÂMARA MUNICIPAL DE SÃO JOSÉ DE MIPIBÚ;0020;"MANDADO DE CITAÇÃO PARA APRESENTAÇÃO DE DEFESA NO ";N;Nome: DAE-MANDADOS - Andar: 1  - telefone: 7351;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
DAE_MANDA_010049_2018_0021.pdf;OUTRO;DAE_MANDA;42;010049;2018;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA NA FOLHA DE PAGAMENTO DA CÂMARA MUNICIPAL DE SÃO JOSÉ DO MIPIBU POR MEIO DO SIAI-DP;CÂMARA MUNICIPAL DE SÃO JOSÉ DE MIPIBÚ;0021;MANDADO DE INTIMAÇÃO PARA COMUNICAÇÃO DA DECISÃO A;N;Nome: DAE-MANDADOS - Andar: 1  - telefone: 7351;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
DAE_MANDA_010049_2018_0022.pdf;OUTRO;DAE_MANDA;43;010049;2018;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA NA FOLHA DE PAGAMENTO DA CÂMARA MUNICIPAL DE SÃO JOSÉ DO MIPIBU POR MEIO DO SIAI-DP;CÂMARA MUNICIPAL DE SÃO JOSÉ DE MIPIBÚ;0022;"MANDADO DE CITAÇÃO PARA APRESENTAÇÃO DE DEFESA NO ";N;Nome: DAE-MANDADOS - Andar: 1  - telefone: 7351;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
DAE_EXP_010049_2018_0023.pdf;OUTRO;DAE_EXP;48;010049;2018;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA NA FOLHA DE PAGAMENTO DA CÂMARA MUNICIPAL DE SÃO JOSÉ DO MIPIBU POR MEIO DO SIAI-DP;CÂMARA MUNICIPAL DE SÃO JOSÉ DE MIPIBÚ;0023;MANDADOS;N;Nome: DAE-EXPEDIÇÃO - Andar: 1  - telefone: 7372;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
DAE_EXP_010049_2018_0024.pdf;OUTRO;DAE_EXP;49;010049;2018;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA NA FOLHA DE PAGAMENTO DA CÂMARA MUNICIPAL DE SÃO JOSÉ DO MIPIBU POR MEIO DO SIAI-DP;CÂMARA MUNICIPAL DE SÃO JOSÉ DE MIPIBÚ;0024;MANDADOS;N;Nome: DAE-EXPEDIÇÃO - Andar: 1  - telefone: 7372;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
DAE_EXP_010049_2018_0025.pdf;OUTRO;DAE_EXP;50;010049;2018;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA NA FOLHA DE PAGAMENTO DA CÂMARA MUNICIPAL DE SÃO JOSÉ DO MIPIBU POR MEIO DO SIAI-DP;CÂMARA MUNICIPAL DE SÃO JOSÉ DE MIPIBÚ;0025;MANDADOS;N;Nome: DAE-EXPEDIÇÃO - Andar: 1  - telefone: 7372;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
GCCTH_010049_2018_0019.pdf;RELATOR;GCCTH;53;010049;2018;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA NA FOLHA DE PAGAMENTO DA CÂMARA MUNICIPAL DE SÃO JOSÉ DO MIPIBU POR MEIO DO SIAI-DP;CÂMARA MUNICIPAL DE SÃO JOSÉ DE MIPIBÚ;0019;Voto;N;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
secpc_010049_2018_0026.pdf;OUTRO;secpc;54;010049;2018;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA NA FOLHA DE PAGAMENTO DA CÂMARA MUNICIPAL DE SÃO JOSÉ DO MIPIBU POR MEIO DO SIAI-DP;CÂMARA MUNICIPAL DE SÃO JOSÉ DE MIPIBÚ;0026;ACÓRDÃO PADRÃO;S;Nome: SECRETARIA DAS SESSÕES - PRIMEIRA CÂMARA - Andar: 1  - telefone: 7364;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
secpc_010049_2018_0027.pdf;OUTRO;secpc;55;010049;2018;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA NA FOLHA DE PAGAMENTO DA CÂMARA MUNICIPAL DE SÃO JOSÉ DO MIPIBU POR MEIO DO SIAI-DP;CÂMARA MUNICIPAL DE SÃO JOSÉ DE MIPIBÚ;0027;ACÓRDÃO PADRÃO;S;Nome: SECRETARIA DAS SESSÕES - PRIMEIRA CÂMARA - Andar: 1  - telefone: 7364;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
DE_010049_2018_0028.pdf;OUTRO;DE;56;010049;2018;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA NA FOLHA DE PAGAMENTO DA CÂMARA MUNICIPAL DE SÃO JOSÉ DO MIPIBU POR MEIO DO SIAI-DP;CÂMARA MUNICIPAL DE SÃO JOSÉ DE MIPIBÚ;0028;Termo de Apensamento;N;Nome: DE-DIRETORIA DE EXPEDIENTE - Andar: 0  - telefone: 7375;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
SECPC_010049_2018_0029.pdf;OUTRO;SECPC;57;010049;2018;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA NA FOLHA DE PAGAMENTO DA CÂMARA MUNICIPAL DE SÃO JOSÉ DO MIPIBU POR MEIO DO SIAI-DP;CÂMARA MUNICIPAL DE SÃO JOSÉ DE MIPIBÚ;0029;Despacho de encaminhamento;N;Nome: SECRETARIA DAS SESSÕES - PRIMEIRA CÂMARA - Andar: 1  - telefone: 7364;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
DAE_MANDA_010049_2018_0030.pdf;OUTRO;DAE_MANDA;61;010049;2018;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA NA FOLHA DE PAGAMENTO DA CÂMARA MUNICIPAL DE SÃO JOSÉ DO MIPIBU POR MEIO DO SIAI-DP;CÂMARA MUNICIPAL DE SÃO JOSÉ DE MIPIBÚ;0030;MANDADO DE INTIMAÇÃO PARA COMUNICAÇÃO DA DECISÃO A;N;Nome: DAE-MANDADOS - Andar: 1  - telefone: 7351;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
DAE_EXP_010049_2018_0031.pdf;OUTRO;DAE_EXP;63;010049;2018;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA NA FOLHA DE PAGAMENTO DA CÂMARA MUNICIPAL DE SÃO JOSÉ DO MIPIBU POR MEIO DO SIAI-DP;CÂMARA MUNICIPAL DE SÃO JOSÉ DE MIPIBÚ;0031;INT2036/2019;N;Nome: DAE-EXPEDIÇÃO - Andar: 1  - telefone: 7372;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
DAE_EXP_010049_2018_0032.pdf;OUTRO;DAE_EXP;64;010049;2018;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA NA FOLHA DE PAGAMENTO DA CÂMARA MUNICIPAL DE SÃO JOSÉ DO MIPIBU POR MEIO DO SIAI-DP;CÂMARA MUNICIPAL DE SÃO JOSÉ DE MIPIBÚ;0032;Espelho de comunicação processual....;N;Nome: DAE-EXPEDIÇÃO - Andar: 1  - telefone: 7372;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
DAE_EXP_010049_2018_0033.pdf;OUTRO;DAE_EXP;65;010049;2018;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA NA FOLHA DE PAGAMENTO DA CÂMARA MUNICIPAL DE SÃO JOSÉ DO MIPIBU POR MEIO DO SIAI-DP;CÂMARA MUNICIPAL DE SÃO JOSÉ DE MIPIBÚ;0033;Espelho de comunicação processual....;N;Nome: DAE-EXPEDIÇÃO - Andar: 1  - telefone: 7372;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
DAE_EXP_010049_2018_0034.pdf;OUTRO;DAE_EXP;66;010049;2018;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA NA FOLHA DE PAGAMENTO DA CÂMARA MUNICIPAL DE SÃO JOSÉ DO MIPIBU POR MEIO DO SIAI-DP;CÂMARA MUNICIPAL DE SÃO JOSÉ DE MIPIBÚ;0034;Certidão DAE;N;Nome: DAE-EXPEDIÇÃO - Andar: 1  - telefone: 7372;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
DAE_EXP_010049_2018_0035.pdf;OUTRO;DAE_EXP;67;010049;2018;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA NA FOLHA DE PAGAMENTO DA CÂMARA MUNICIPAL DE SÃO JOSÉ DO MIPIBU POR MEIO DO SIAI-DP;CÂMARA MUNICIPAL DE SÃO JOSÉ DE MIPIBÚ;0035;Certidão DAE;N;Nome: DAE-EXPEDIÇÃO - Andar: 1  - telefone: 7372;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
DAE_EXP_010049_2018_0036.pdf;OUTRO;DAE_EXP;68;010049;2018;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA NA FOLHA DE PAGAMENTO DA CÂMARA MUNICIPAL DE SÃO JOSÉ DO MIPIBU POR MEIO DO SIAI-DP;CÂMARA MUNICIPAL DE SÃO JOSÉ DE MIPIBÚ;0036;Despacho de texto livre....;N;Nome: DAE-EXPEDIÇÃO - Andar: 1  - telefone: 7372;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
GCCTH_010049_2018_0037.pdf;RELATOR;GCCTH;71;010049;2018;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA NA FOLHA DE PAGAMENTO DA CÂMARA MUNICIPAL DE SÃO JOSÉ DO MIPIBU POR MEIO DO SIAI-DP;CÂMARA MUNICIPAL DE SÃO JOSÉ DE MIPIBÚ;0037;Termo de Apensamento;N;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
